output	source	source_sha256	output_sha256	license	modification
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_metal_abyssal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_netherite.png	6c9c91fc0881674618ef97b4e5a68e943abb52076e7e42cd9bbf5b5747fedc7d	6c9c91fc0881674618ef97b4e5a68e943abb52076e7e42cd9bbf5b5747fedc7d	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_metal_bronze.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_gold.png	7f5222f1797baeda93fe236bb3bd1a258b748fd1c61e9d6ee5edea8f20d2171b	938b1b0fdcbb140d3576a281ba49566f3ef584f146c7990f9151167f3ba7c75e	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #b56f32 42% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_metal_embersteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_gold.png	7f5222f1797baeda93fe236bb3bd1a258b748fd1c61e9d6ee5edea8f20d2171b	3fe25489094c7016988bc78a28e3dc04bd3e2d8692b27f14ea3b87c4ba077ee7	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #9f3528 58% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_metal_iron.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_iron.png	e78b3ba399dc67f73a08450ad304c114c1e2414e33d6a1ef938c5d00f3bd8260	e78b3ba399dc67f73a08450ad304c114c1e2414e33d6a1ef938c5d00f3bd8260	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_metal_silversteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_diamond.png	178a0fd88361f49277a4c013146106b97fdcfc8cc2319c7c4f5c48f8347ef30f	178a0fd88361f49277a4c013146106b97fdcfc8cc2319c7c4f5c48f8347ef30f	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_metal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_chain.png	32442940e499008f8c8415620dacfeee56619c1fae6dfdf0161127895d11b880	32442940e499008f8c8415620dacfeee56619c1fae6dfdf0161127895d11b880	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_cloth_heavy.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_hood_wizard_blue.png	445edb1ce639805c6a33d192dd9b0bdfbcb3e64eb0ebb94ad8b451817a7a56c6	445edb1ce639805c6a33d192dd9b0bdfbcb3e64eb0ebb94ad8b451817a7a56c6	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_cloth_patch.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_hood_ettenmoor.png	61ea29600a0ba8c4edf3e09bfeefd46a7b59bb9f252f44a471f801d91c8ba458	61ea29600a0ba8c4edf3e09bfeefd46a7b59bb9f252f44a471f801d91c8ba458	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_cloth_silk.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_hood_wizard_white.png	abf892bd5b2c453fc992010f03d24e79cabc20eea9aca69b7e385270360ed497	abf892bd5b2c453fc992010f03d24e79cabc20eea9aca69b7e385270360ed497	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_cloth_silkweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_hood_elven.png	f4038be31b513b68a237e9dfe1ac54dc607effeab16f64d82db0c936d8fa28ca	f4038be31b513b68a237e9dfe1ac54dc607effeab16f64d82db0c936d8fa28ca	Amaz CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_cloth_stormweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_hood_ettenmoor.png	61ea29600a0ba8c4edf3e09bfeefd46a7b59bb9f252f44a471f801d91c8ba458	61ea29600a0ba8c4edf3e09bfeefd46a7b59bb9f252f44a471f801d91c8ba458	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_cloth_woven.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_cap_chetwood.png	b485c3b24d44f5efe7a3c007a38704dc49b38929b722827faad7acecd3d5c29a	b485c3b24d44f5efe7a3c007a38704dc49b38929b722827faad7acecd3d5c29a	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather.png	mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_light.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924	same as Light tier	byte copy
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_cured.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/helmet_trim.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924;4d7876e2e9b6fa2d68716a87bd7887c1256059d91daaa83cf2620cb167914556	15763b5fd59dbd2fcd0952b9f0b35df980033e78c07842700ebd70f0d9624594	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #9b7148 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_heavy.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/helmet_trim.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924;4d7876e2e9b6fa2d68716a87bd7887c1256059d91daaa83cf2620cb167914556	15763b5fd59dbd2fcd0952b9f0b35df980033e78c07842700ebd70f0d9624594	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #6f4a2f 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_light.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_leather.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_nightscale.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/helmet_trim.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924;4d7876e2e9b6fa2d68716a87bd7887c1256059d91daaa83cf2620cb167914556	2597ed4ee6715628fd4d5bdc49e5fbf294cd2ad5192cc277a19f243b458ca9e5	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #342c45 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_scaled.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/helmet_trim.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924;4d7876e2e9b6fa2d68716a87bd7887c1256059d91daaa83cf2620cb167914556	2597ed4ee6715628fd4d5bdc49e5fbf294cd2ad5192cc277a19f243b458ca9e5	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #68784a 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_leather_sleek.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/helmet_trim.png	68686a6e36495720580ec68de295923b0e3e2bdc5947fb98461c390bf652f924;4d7876e2e9b6fa2d68716a87bd7887c1256059d91daaa83cf2620cb167914556	2597ed4ee6715628fd4d5bdc49e5fbf294cd2ad5192cc277a19f243b458ca9e5	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #4e505b 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_metal_abyssal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_netherite.png	44c456f34841a75805099a226df3f2a729e5c464119db92e79281814866182a9	44c456f34841a75805099a226df3f2a729e5c464119db92e79281814866182a9	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_metal_bronze.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_gold.png	525d6e55d2e44f5b2743f78365591725cedea9e89787bee2826818e740b3d3c4	26fef5288fb8ab0dca0099f0b2a019bf46f5626be9a037a10a898fc1cc884467	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #b56f32 42% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_metal_embersteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_gold.png	525d6e55d2e44f5b2743f78365591725cedea9e89787bee2826818e740b3d3c4	6d1bc8fb3556510028c134537da0f8160a6137349c5aaf83b0aedf45d9294eb7	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #9f3528 58% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_head_metal_iron.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_iron.png	6bc222d2af8a82ca2ff621914c8711e6d8b6b6a6454baf5ee502ff11bbacda8c	6bc222d2af8a82ca2ff621914c8711e6d8b6b6a6454baf5ee502ff11bbacda8c	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_metal_silversteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_diamond.png	11c56b121a6146f1e57d19af90df32900fc9e0057b0c33d2713dd1234a355fa7	11c56b121a6146f1e57d19af90df32900fc9e0057b0c33d2713dd1234a355fa7	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_head_metal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_helmet_chain.png	3f7a81698bfe584f761593cace589653151f76ba092d4b3ca7b2c730858f704f	3f7a81698bfe584f761593cace589653151f76ba092d4b3ca7b2c730858f704f	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_cloth_heavy.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_pants_midgewater.png	2b9ff3151abbb7994800191be58986e9c3c939d69efd91766f268dba99d37856	2b9ff3151abbb7994800191be58986e9c3c939d69efd91766f268dba99d37856	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_cloth_patch.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_pants_midgewater.png	2b9ff3151abbb7994800191be58986e9c3c939d69efd91766f268dba99d37856	2b9ff3151abbb7994800191be58986e9c3c939d69efd91766f268dba99d37856	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_cloth_silk.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_pants_midgewater.png	2b9ff3151abbb7994800191be58986e9c3c939d69efd91766f268dba99d37856	2b9ff3151abbb7994800191be58986e9c3c939d69efd91766f268dba99d37856	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_cloth_silkweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_pants_chetwood.png	f19f7b4766fbcf2b442f5d7b741b6d1a3d5b5d4157cb914ed39624f136ee433b	f19f7b4766fbcf2b442f5d7b741b6d1a3d5b5d4157cb914ed39624f136ee433b	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_cloth_stormweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_pants_chetwood.png	f19f7b4766fbcf2b442f5d7b741b6d1a3d5b5d4157cb914ed39624f136ee433b	f19f7b4766fbcf2b442f5d7b741b6d1a3d5b5d4157cb914ed39624f136ee433b	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_cloth_woven.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_pants_chetwood.png	f19f7b4766fbcf2b442f5d7b741b6d1a3d5b5d4157cb914ed39624f136ee433b	f19f7b4766fbcf2b442f5d7b741b6d1a3d5b5d4157cb914ed39624f136ee433b	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather.png	mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_light.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635	same as Light tier	byte copy
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_cured.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/leggings_trim.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635;9ac5fc91be056233ca26794bf4c167ac8988b055d320be7e4e1551ad8761362e	ae63c7b969c52d2048c78d7b3d893d18132f5d516d54af12b701bb3c709a7677	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #9b7148 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_heavy.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/leggings_trim.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635;9ac5fc91be056233ca26794bf4c167ac8988b055d320be7e4e1551ad8761362e	4fa60bfccaa6640624c5714924233acd62613fdd3e29433d52e8084eadff27a1	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #6f4a2f 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_light.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_leather.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_nightscale.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/leggings_trim.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635;9ac5fc91be056233ca26794bf4c167ac8988b055d320be7e4e1551ad8761362e	4fa60bfccaa6640624c5714924233acd62613fdd3e29433d52e8084eadff27a1	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #342c45 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_scaled.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/leggings_trim.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635;9ac5fc91be056233ca26794bf4c167ac8988b055d320be7e4e1551ad8761362e	4fa60bfccaa6640624c5714924233acd62613fdd3e29433d52e8084eadff27a1	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #68784a 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_leather_sleek.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/leggings_trim.png	4fb23df3c091971b1a5457d7e7d8d43a74a082a8ff8b0fa19bd71a0f2ad2c635;9ac5fc91be056233ca26794bf4c167ac8988b055d320be7e4e1551ad8761362e	4fa60bfccaa6640624c5714924233acd62613fdd3e29433d52e8084eadff27a1	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #4e505b 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_metal_abyssal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_netherite.png	7055a8d8acfddc01d9def93566ba19fea5994427f1513362607cedc50d8c26f9	7055a8d8acfddc01d9def93566ba19fea5994427f1513362607cedc50d8c26f9	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_metal_bronze.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_gold.png	b3d42928f3245f39af32cc5d5beaf8e4bde69bbfecd06902a28411d0a9219a50	296908eca4d01e71aa244e53f9cb08129c9a267804170bad5e575f7a1c5797a1	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #b56f32 42% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_metal_embersteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_gold.png	b3d42928f3245f39af32cc5d5beaf8e4bde69bbfecd06902a28411d0a9219a50	c53c21a6f2f15276be2c1620e5c2cd18450f8f11015da4516456977d82577a66	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #9f3528 58% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_metal_iron.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_iron.png	a9ebf22f7db7b12fce146e3be6adecd72aaa526b976246649cef24ce2b5940e6	a9ebf22f7db7b12fce146e3be6adecd72aaa526b976246649cef24ce2b5940e6	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_metal_silversteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_diamond.png	4386fa35be04481fcfcd3e388131447e8a668ea0a6e74f49830eeaaade2f01cb	4386fa35be04481fcfcd3e388131447e8a668ea0a6e74f49830eeaaade2f01cb	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_legs_metal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_leggings_chain.png	0ca963ce1b5d02d90bf1226faf89a21927c8ee6642a02fd829e00464a5bdc944	0ca963ce1b5d02d90bf1226faf89a21927c8ee6642a02fd829e00464a5bdc944	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_dwarf.png	see owning LICENSE-media.md and tools/r10_art	-	644de36f79996041e0a6b3d5c515498868be9e0821accf68ec74d464f24fa387	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_elf.png	see owning LICENSE-media.md and tools/r10_art	-	754b3d35ab0fd66c5d691c7e3eeddd0c3fd28118279a7e23a0c29812803d818d	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_expert_accord.png	see owning LICENSE-media.md and tools/r10_art	-	f25c24004d2c531b8cad8ad3223ce58c37fe040ffe9249823b4ff8da1a7a438c	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_expert_throng.png	see owning LICENSE-media.md and tools/r10_art	-	20ef288a7da1e59d39f62706ab63c0977c399d63af63751752afac7ca2edaecc	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_human.png	see owning LICENSE-media.md and tools/r10_art	-	1f9f7a52dedec5ee4f529f3b00c4637efa6ecc96ac65ac26c7feaa9bc6dedd3f	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_master_accord.png	see owning LICENSE-media.md and tools/r10_art	-	398d4f4f0148713ea792d7da67d75b22d6d719066f9544f142ba793d19310766	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_master_throng.png	see owning LICENSE-media.md and tools/r10_art	-	6feb36a649d795fcc9b1e23a6771989d32e54f4a646f5510deb72db81ff5f4d8	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_orc.png	see owning LICENSE-media.md and tools/r10_art	-	7d409cb4e1b61e8a9ca27b4003dbc467afdda18d1d59cc9096c6839e7c0f5fc9	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_t1_accord.png	see owning LICENSE-media.md and tools/r10_art	-	d40e140eb68af22e28848a08be1c3cace9d09cd7ba21f01af5acc60b3056b3ec	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_t1_throng.png	see owning LICENSE-media.md and tools/r10_art	-	9fe865c1adb1fa89a8f6bdfbc782a7499700bc0796c2c421810ec6f88e9d2738	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_troll.png	see owning LICENSE-media.md and tools/r10_art	-	586a1b942fff7546cdc88d356181159edbff5f428e96e4460936a067238f78bf	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_mounts/textures/grug_mounts_icon_undead.png	see owning LICENSE-media.md and tools/r10_art	-	a493eae6a85d1200359786808793a9297f45582df9a9638852f6611d9e3b924f	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest.png	see owning LICENSE-media.md and tools/r10_art	-	00f1b2c6354b1d688acff17b60b3a67ee0aa98844c8224b842d6757e003ed102	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest_heavy.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_robe_wizard_grey.png	35be0b577982d3cd04f9e323a84585d5033f9b7c1052b19c18d34d91c2356452	35be0b577982d3cd04f9e323a84585d5033f9b7c1052b19c18d34d91c2356452	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest_patch.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_robe_ettenmoor.png	08d0033f65ca5bb1bfcd61f43ce8a88d09edb21c8b49a11e961cb8bca8d083de	08d0033f65ca5bb1bfcd61f43ce8a88d09edb21c8b49a11e961cb8bca8d083de	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest_silk.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_robe_wizard_white.png	1a88d94ef589a2644e1fd63d8a456bdb48339e53aee2144ae39f910cbca0cb35	1a88d94ef589a2644e1fd63d8a456bdb48339e53aee2144ae39f910cbca0cb35	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest_silkweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_shirt_elven.png	f2f259990300fa64d1c990336428687778b655a58873f0f8a1ebfc7b49012c37	f2f259990300fa64d1c990336428687778b655a58873f0f8a1ebfc7b49012c37	Amaz CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest_stormweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_cloak_mordor.png	6ea41110612525d393b81570794a2cbbf0703d739ee263a9a73183d1ec2c5e3e	6ea41110612525d393b81570794a2cbbf0703d739ee263a9a73183d1ec2c5e3e	Amaz CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_chest_woven.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_jacket_chetwood.png	28250296c6b3b58be9fe777627ef501b509b0884488f15a6d81830d73cfa3d69	28250296c6b3b58be9fe777627ef501b509b0884488f15a6d81830d73cfa3d69	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_feet.png	see owning LICENSE-media.md and tools/r10_art	-	84d2ae72d3f0196784b532c9818e6223806cdc8a65ba207e4802ab66312ec511	owning ledger	derived/copy as ledgered
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_feet_heavy.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_boots_dwarf.png	c0aac508018cb6b9024bf7cca732754b5560d9dd7b263e0853874e6547c7f905	c0aac508018cb6b9024bf7cca732754b5560d9dd7b263e0853874e6547c7f905	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_feet_patch.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_boots_midgewater.png	17cf23870c728f34117e2326da97791099a87ae0c501dc87fd632a72e7465846	17cf23870c728f34117e2326da97791099a87ae0c501dc87fd632a72e7465846	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_feet_silk.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_shoes_hobbit_white.png	cf4555112f03238d46b546ad78483718f2f1543e0b715386642254191109326c	cf4555112f03238d46b546ad78483718f2f1543e0b715386642254191109326c	Flipsels CC BY-SA 3.0	copy/rename
mods/PLAYER/grug_visuals/textures/grug_visuals_cloth_feet_silkweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_shoes_elven.png	8f088506e68c4525a138ef787fae060a8f249b4bfb50be31108cee78ee957f64	8f088506e68c4525a138ef787fae060a8f249b4bfb50be31108cee78ee957f64	Amaz CC BY-SA 3.0	copy/rename
